datetime,predicted_direction,action,buy_price,sell_price,balance,pnl,pnl_sum
2025-01-01 01:00:00+00:00,long,buy,94363.6,0.0,999.5,-0.05,-0.05
2025-01-01 08:27:00+00:00,long,sell - stop_loss,94363.6,93419.964,989.01,-1.05,-1.1
2025-01-01 09:00:00+00:00,long,buy,93398.2,0.0,988.51,-0.05,-1.15
2025-01-02 08:57:00+00:00,long,sell - take_profit,93398.2,96200.146,1017.67,2.95,1.8
2025-01-02 13:00:00+00:00,long,buy,96830.0,0.0,1017.16,-0.05,1.75
2025-01-06 05:34:00+00:00,long,sell - take_profit,96830.0,99734.90000000001,1047.17,2.95,4.7
2025-01-06 14:00:00+00:00,long,buy,99452.4,0.0,1046.65,-0.05,4.65
2025-01-06 15:53:00+00:00,long,sell - take_profit,99452.4,102435.972,1077.52,2.95,7.6
2025-01-07 07:00:00+00:00,long,buy,101771.1,0.0,1076.98,-0.05,7.55
2025-01-07 11:39:00+00:00,long,sell - stop_loss,101771.1,100753.38900000001,1065.67,-1.05,6.5
2025-01-07 12:00:00+00:00,long,buy,100787.0,0.0,1065.14,-0.05,6.45
2025-01-07 14:59:00+00:00,long,sell - stop_loss,100787.0,99779.13,1053.96,-1.05,5.4
2025-01-07 15:00:00+00:00,long,buy,99945.3,0.0,1053.43,-0.05,5.35
2025-01-07 15:07:00+00:00,long,sell - stop_loss,99945.3,98945.84700000001,1042.37,-1.05,4.3
2025-01-07 16:00:00+00:00,long,buy,97915.4,0.0,1041.85,-0.05,4.25
2025-01-07 17:38:00+00:00,long,sell - stop_loss,97915.4,96936.246,1030.91,-1.05,3.2
2025-01-07 18:00:00+00:00,long,buy,97250.8,0.0,1030.39,-0.05,3.15
2025-01-07 20:03:00+00:00,long,sell - stop_loss,97250.8,96278.292,1019.57,-1.05,2.1
2025-01-07 21:00:00+00:00,long,buy,96504.7,0.0,1019.06,-0.05,2.05
2025-01-08 06:50:00+00:00,long,sell - stop_loss,96504.7,95539.65299999999,1008.36,-1.05,1.0
2025-01-08 07:00:00+00:00,long,buy,95267.8,0.0,1007.86,-0.05,0.95
2025-01-08 17:03:00+00:00,long,sell - stop_loss,95267.8,94315.122,997.28,-1.05,-0.1
2025-01-08 18:00:00+00:00,long,buy,93974.8,0.0,996.78,-0.05,-0.15
2025-01-09 08:06:00+00:00,long,sell - stop_loss,93974.8,93035.052,986.31,-1.05,-1.2
2025-01-09 09:00:00+00:00,long,buy,92987.0,0.0,985.82,-0.05,-1.25
2025-01-09 13:38:00+00:00,long,sell - stop_loss,92987.0,92057.13,975.47,-1.05,-2.3
2025-01-09 14:00:00+00:00,long,buy,91926.8,0.0,974.98,-0.05,-2.35
2025-01-10 07:42:00+00:00,long,sell - take_profit,91926.8,94684.604,1003.74,2.95,0.6
2025-01-10 08:00:00+00:00,long,buy,94457.0,0.0,1003.24,-0.05,0.55
2025-01-10 13:30:00+00:00,long,sell - stop_loss,94457.0,93512.43,992.71,-1.05,-0.5
